  0|AT     |    1111110|      0|1111110   |AT|Милиционерским РОВД|01/01/2010
  0|AT     |    1111110|   9010|Викторова|Зинаида|Аристарховна
  0|AT     |    1111110|   9030|ул. Трофимовская д.67 к.66 кв.99|д. Прилепы|66666666|112|99999990|Минская|Смолевичский
  0|AT     |    1111110|   9040|02/10/1986|г. Тартар
  0|AT     |    1111110|   9070|РОГА И КОПЫТА|РОГ||||77777770|0
  0|AT     |    1111110|   9110|          |990|900
  0|AT     |    1111110|   9140|88888880  |77777770|||880|800|770|700
  0|AT     |    1111110|   9150|rog@roga&kopita
  0|AT     |    1111110|   9170|ул. Борисовская д.19 к.66 кв.99||66666666|112||Сигизмундовская|Адамовский
  0|AT     |    1111110|   9200|0         |0|0|112|0
  0|AT     |    1111110|   9230|Трофимовская|67|66|99|Прилепы|Смолевичский|112|Прилепский|Минская
  0|AT     |    1111110|   9240|Борисовская|19|66|99|Ярославовск|Скоттовский|112|Прилепский|Ивановская
  0|AT     |    1111110|   9250|          ||||Тартар||2
  0|AT     |    1111110|   9260|1         |1||2|3|1|66666666|66666666
  0|AT     |    1111110|   9270|          |2|112|112|||66666666|66666666
  0|AT     |    1111110|   9350|          |ОГРОМНАЯ
  0|AT     |    1111110|   9390|6248850046|6232501000
  0|AT     |    1111110|   9400|4021086B064PB6||0
  0|AT     |    1111110|   9500|          |0|0
  0|AT     |    1111110|   9640|          |ОГРОМНАЯ
  0|AT     |    1111110|  30000|27/08/2012|Администратор|26|09:32:26
  0|AT     |    1111110|  30010|27/08/2012|Администратор|26|09:32:26
  0|HB     |    1111110|      0|1111110  |HB|Олеговский РОВД|05/04/2002
  0|HB     |    1111110|   9010|Валентинова|Людмила|Валентиновна
  0|HB     |    1111110|   9030|ул. Маринавская, дом 73, кв. 141|||112||Семеновская
  0|HB     |    1111110|   9040|05/01/1957
  0|HB     |    1111110|   9170|ул. Иосифовская, дом 14, кв. 138|||||Трофимовская
  0|HB     |    1111110|   9200|0         ||0
  0|HB     |    1111110|   9230|Трофимовская|81|||Сигизмундовск||||Леонидовская
  0|HB     |    1111110|   9240|Иосифовская|89|||Сигизмундовск||||Федоровская
  0|HB     |    1111110|   9260|         ||||
  0|HB     |    1111110|   9400|4050157E063PB5||0
  0|HB     |    1111110|   9500|          |0
  0|HB     |    1111110|  30000|08/11/2011|Администратор|25|09:25:16
  0|PE     |    1111110|      0|1111110  |PE|Семеновский РОВД|08/11/1999
  0|PE     |    1111110|   9010|Александров|Константин|Томашович
  0|PE     |    1111110|   9030|пер. Иринавский, дом 93, кв. 125|||112||Эдуардовская
  0|PE     |    1111110|   9040|01/01/1968
  0|PE     |    1111110|   9170|ул. Сидоровская, дом 28, кв. 71|||||Адамовская
  0|PE     |    1111110|   9200|1         ||0
  0|PE     |    1111110|   9230|Леонидовская|75|14||Иосифовск||||Леонидовская
  0|PE     |    1111110|   9240|Федоровская|19|58||Адамовск||||Олеговская
  0|PE     |    1111110|   9260|         ||||
  0|PE     |    1111110|   9400|3010168C053PB9||0
  0|PE     |    1111110|   9500|          |0
  0|PE     |    1111110|  30000|12/12/2011|Милентей М.Е.|25|09:04:35
  0|TB     |    1111110|      0|1111110  |TB|Ивановский РОВД|28/03/2007
  0|TB     |    1111110|   9010|Викторов |Константин|Валентинович
  0|TB     |    1111110|   9030|ул. Эдуардовская, дом 19, кв. 90|||112||Валентиновская
  0|TB     |    1111110|   9040|17/06/1962
  0|TB     |    1111110|   9170|ул. Татьянавская, дом 41, кв. 9|||||Александровская
  0|TB     |    1111110|   9200|0         ||0
  0|TB     |    1111110|   9230|Кирилловская|17|84||Вадимовск||||Станиславовская
  0|TB     |    1111110|   9240|Александровская|73|61||Кирилловск||||Трифоновская
  0|TB     |    1111110|   9260|         ||||
  0|TB     |    1111110|   9400|4170662B060PB3||0
  0|TB     |    1111110|   9500|          |0
  0|TB     |    1111110|  30000|23/07/2011|Администратор|25|09:07:43
  0|HC     |    1111111|      0|1111111  |HC|Олеговский РОВД|20/02/2007
  0|HC     |    1111111|   9010|Иванова  |Валерия|Семеновна
  0|HC     |    1111111|   9030|пер. Артемовский, дом 36, кв. 133|||112||Вадимовская
  0|HC     |    1111111|   9040|20/01/1982
  0|HC     |    1111111|   9170|пер. Элинавский, дом 21, кв. 114|||||Олеговская
  0|HC     |    1111111|   9200|1         ||0
  0|HC     |    1111111|   9230|Викторовская|19|67||Томашовск||||Викторовская
  0|HC     |    1111111|   9240|Леонидовская|55|85||Сигизмундовск||||Борисовская
  0|HC     |    1111111|   9260|         ||||
  0|HC     |    1111111|   9400|3200182M107PB2||0
  0|HC     |    1111111|   9500|          |0
  0|HC     |    1111111|  30000|21/03/2011|Ханчевская Т.В.|25|09:02:17
  0|XX     |    1111111|      0|1111111  |XX|Кирилловский РОВД|03/05/2004
  0|XX     |    1111111|   9010|Иванова  |Лидия|Вадимовна
  0|XX     |    1111111|   9030|пер. Сигизмундовский, дом 46, кв. 98|||112||Артемовская
  0|XX     |    1111111|   9040|26/03/1978
  0|XX     |    1111111|   9170|пер. Александровский, дом 5, кв. 26|||||Аристарховская
  0|XX     |    1111111|   9200|1         ||0
  0|XX     |    1111111|   9230|Леонидовская|61|95||Леонидовск||||Вадимовская
  0|XX     |    1111111|   9240|Эдуардовская|63|84||Федоровск||||Семеновская
  0|XX     |    1111111|   9260|         ||||
  0|XX     |    1111111|   9400|3260378B021PB7||0
  0|XX     |    1111111|   9500|          |0
  0|XX     |    1111111|  30000|23/07/2011|Администратор|25|09:08:38
  0|AH     |    1111112|      0|1111112  |AH|Валериявский РОВД|17/09/1998
  0|AH     |    1111112|   9010|Семенова |Анна|Викторовна
  0|AH     |    1111112|   9030|пер. Елизаветтавский, дом 0, кв. 146|||112||Ивановская
  0|AH     |    1111112|   9040|20/07/1974
  0|AH     |    1111112|   9170|ул. Ярославовская, дом 41, кв. 45|||||Сигизмундовская
  0|AH     |    1111112|   9200|0         ||0
  0|AH     |    1111112|   9230|Олеговская|91|11||Вячеславовск||||Иосифовская
  0|AH     |    1111112|   9240|Сидоровская|24|37||Сигизмундовск||||Сидоровская
  0|AH     |    1111112|   9260|         ||||
  0|AH     |    1111112|   9400|4200774B022PB5||0
  0|AH     |    1111112|   9500|          |0
  0|AH     |    1111112|  30000|20/08/2011|Администратор|25|07:50:45
  0|BE     |    1111112|      0|1111112  |BE|Еленавский РОВД|20/03/2003
  0|BE     |    1111112|   9010|Скоттов  |Вадим|Семенович
  0|BE     |    1111112|   9030|ул. Вадимовская, дом 91, кв. 51|||112
  0|BE     |    1111112|   9040|12/02/1978
  0|BE     |    1111112|   9170|пер. Станиславовский, дом 36, кв. 130
  0|BE     |    1111112|   9200|0         ||0
  0|BE     |    1111112|   9230|Артемовская|24|58||Леонидовск||
  0|BE     |    1111112|   9240|Вячеславовская|96|14||Константиновск
  0|BE     |    1111112|   9260|         ||||
  0|BE     |    1111112|   9400|4120278C037PB2||0
  0|BE     |    1111112|   9500|          |0
  0|BE     |    1111112|  30000|16/06/2011|Маковская В.В.|25|10:06:56
  0|CO     |    1111112|      0|1111112  |CO|Маринавский РОВД|23/04/2004
  0|CO     |    1111112|   9010|Кириллова|Валерия|Ярославовна
  0|CO     |    1111112|   9030|ул. Валентинавская, дом 28, кв. 25|||112||Аристарховская|Валентиновский
  0|CO     |    1111112|   9040|24/02/1974
  0|CO     |    1111112|   9170|ул. Трифоновская, дом 83, кв. 54|||||Петровская|Станиславовский
  0|CO     |    1111112|   9200|1         ||0
  0|CO     |    1111112|   9230|Аристарховская|41|||Леонидовск|Вадимовский|||Федоровская
  0|CO     |    1111112|   9240|Федоровская|96|||Скоттовск|Сигизмундовский|||Семеновская
  0|CO     |    1111112|   9260|         ||||
  0|CO     |    1111112|   9400|3240274C040PB8||0
  0|CO     |    1111112|   9500|          |0
  0|CO     |    1111112|  30000|13/08/2011|Администратор|25|09:03:50
  0|HK     |    1111112|      0|1111112  |HK|Анжеликавский РОВД|11/02/1999
  0|HK     |    1111112|   9010|Петров   |Федор|Федорович
  0|HK     |    1111112|   9030|ул. Зинаидавская, дом 79, кв. 34|||112||Сидоровская
  0|HK     |    1111112|   9040|01/07/1948
  0|HK     |    1111112|   9170|пер. Еленавский, дом 90, кв. 141|||||Петровская
  0|HK     |    1111112|   9200|0         ||0
  0|HK     |    1111112|   9230|Кирилловская|84|66|51|Борисовск||||Кирилловская
  0|HK     |    1111112|   9240|Александровская|34|76|57|Томашовск||||Валентиновская
  0|HK     |    1111112|   9260|         ||||
  0|HK     |    1111112|   9400|4010748C022PB8||0
  0|HK     |    1111112|   9500|          |0
  0|HK     |    1111112|  30000|14/10/2011|Милентей М.Е.|25|08:45:21
  0|TO     |    1111112|      0|1111112  |TO|Иринавский РОВД|24/07/2006
  0|TO     |    1111112|   9010|Кириллова|Валентина|Артемовна
  0|TO     |    1111112|   9030|ул. Ольгавская, дом 26, кв. 34|||112
  0|TO     |    1111112|   9040|15/07/1976
  0|TO     |    1111112|   9170|ул. Елизаветтавская, дом 48, кв. 140
  0|TO     |    1111112|   9200|0         ||0
  0|TO     |    1111112|   9230|Вадимовская|11|87||Сигизмундовск||
  0|TO     |    1111112|   9240|Станиславовская|26|16||Кирилловск
  0|TO     |    1111112|   9260|         ||||
  0|TO     |    1111112|   9400|4150776A003PB7||0
  0|TO     |    1111112|   9500|          |0
  0|TO     |    1111112|  30000|06/06/2012|Милентей М.Е.|25|14:34:28|2
  0|AM     |    1111113|      0|1111113  |AM|Еленавский РОВД|11/01/2001
  0|AM     |    1111113|   9010|Олегова  |Наталья|Ярославовна
  0|AM     |    1111113|   9030|пер. Трифоновский, дом 16, кв. 76|||112||Валентиновская|Эдуардовский
  0|AM     |    1111113|   9040|26/05/1954
  0|AM     |    1111113|   9170|ул. Борисовская, дом 60, кв. 145|||||Валентиновская|Петровский
  0|AM     |    1111113|   9200|0         ||0
  0|AM     |    1111113|   9230|Сидоровская|81|41||Иосифовск|Иосифовский|||Константиновская
  0|AM     |    1111113|   9240|Вадимовская|82|15||Иосифовск|Александровский|||Иосифовская
  0|AM     |    1111113|   9260|         ||||
  0|AM     |    1111113|   9400|4260554B062PB1||0
  0|AM     |    1111113|   9500|          |0
  0|AM     |    1111113|  30000|06/08/2011|Администратор|25|08:57:44
  0|CB     |    1111113|      0|1111113  |CB|Сигизмундовский РОВД|08/10/2002
  0|CB     |    1111113|   9010|Петрова  |Елизаветта|Адамовна
  0|CB     |    1111113|   9030|пер. Алинавский, дом 88, кв. 43|||112||Сигизмундовская|Семеновский
  0|CB     |    1111113|   9040|26/05/1972
  0|CB     |    1111113|   9170|ул. Светланавская, дом 34, кв. 137|||||Адамовская|Трифоновский
  0|CB     |    1111113|   9200|0         ||0
  0|CB     |    1111113|   9230|Семеновская|91|13||Олеговск|Александровский|||Ивановская
  0|CB     |    1111113|   9240|Олеговская|68|72||Петровск|Трофимовский|||Константиновская
  0|CB     |    1111113|   9260|         ||||
  0|CB     |    1111113|   9400|4260572E071PB2||0
  0|CB     |    1111113|   9500|          |0
  0|CB     |    1111113|  30000|05/02/2011|Администратор|25|19:28:47
  0|OX     |    1111113|      0|1111113  |OX|Томашовский РОВД|27/10/2006
  0|OX     |    1111113|   9010|Иосифова |Екатерина|Эдуардовна
  0|OX     |    1111113|   9030|ул. Валентинавская, дом 62, кв. 123|||112||Станиславовская
  0|OX     |    1111113|   9040|14/10/1961
  0|OX     |    1111113|   9170|ул. Анжеликавская, дом 12, кв. 8|||||Борисовская
  0|OX     |    1111113|   9200|0         ||0
  0|OX     |    1111113|   9230|Вадимовская|98|36||Федоровск||||Трофимовская
  0|OX     |    1111113|   9240|Вячеславовская|19|63||Викторовск||||Валентиновская
  0|OX     |    1111113|   9260|         ||||
  0|OX     |    1111113|   9400|4141061M062PB1||0
  0|OX     |    1111113|   9500|          |0
  0|OX     |    1111113|  30000|09/01/2012|Милентей М.Е.|25|08:53:31
